Lane_N_Count,Lane_S_Count,Lane_E_Count,Lane_W_Count,Congestion_N,Congestion_S,Congestion_E,Congestion_W,Current_Green_Lane,Green_Timer_Remaining,Event_Type,Event_Lane,Congestion_Level,Optimal_Action,Signal_Duration
51,50,47,32,100,96,100,100,E,6,Breakdown,N,Severe,GREEN_W,71
11,21,17,8,57.5,66.6,72.5,47.6,W,38,Normal,None,High,GREEN_E,58
41,40,40,38,100,100,100,100,N,41,Normal,None,Severe,GREEN_W,82
10,1,9,9,33.6,14.8,31.4,33.4,W,3,Normal,None,Low,GREEN_N,14
8,11,20,19,41.5,50.6,56.2,64.6,W,19,Normal,None,Moderate,GREEN_W,40
18,38,25,36,74,73.2,81.4,78.9,E,33,Normal,None,Severe,GREEN_E,72
42,46,36,44,100,100,100,100,E,10,Ambulance,W,Severe,GREEN_W,35
23,25,21,27,57.4,50.9,55.5,72,N,21,Normal,None,High,GREEN_W,47
13,13,22,25,49.7,45.4,76.8,62.7,S,23,Ambulance,E,High,GREEN_E,35
9,9,12,14,29.8,32.8,43.3,37.8,S,18,Ambulance,E,Moderate,GREEN_E,35
34,39,31,18,83.6,73.4,72.8,65.5,S,23,Breakdown,S,High,GREEN_N,53
22,20,28,27,71.7,77.9,87.7,75.8,W,4,Ambulance,E,Severe,GREEN_E,35
15,9,22,8,54.5,49.6,61.6,70.3,S,34,Normal,None,High,GREEN_W,47
35,54,38,43,100,100,94.9,100,N,71,Breakdown,N,Severe,GREEN_W,82
8,27,9,13,43.2,61.9,70.9,60.6,S,11,Normal,None,High,GREEN_E,49
46,49,37,53,100,100,98.9,100,S,12,Breakdown,W,Severe,GREEN_N,83
21,15,10,11,66.3,54.1,52.3,58.7,E,6,Normal,None,High,GREEN_N,45
53,52,38,50,100,100,100,100,E,15,Ambulance,N,Severe,GREEN_N,35
23,26,10,22,69.8,55.5,50,64,W,38,Normal,None,High,GREEN_N,50
52,55,44,37,100,100,94.9,92.1,E,37,Normal,None,Severe,GREEN_S,69
46,47,38,41,100,100,91.8,95.8,S,35,Breakdown,W,Severe,GREEN_S,83
22,19,28,26,68.5,67.5,96.5,83.9,W,57,Normal,None,Severe,GREEN_E,64
19,18,29,21,69.8,74.1,86.8,72.5,E,52,Normal,None,High,GREEN_E,60
13,17,17,8,48.4,54.5,59.9,56.5,W,17,Normal,None,Moderate,GREEN_E,40
39,32,43,48,100,90.8,94.4,100,S,39,Breakdown,S,Severe,GREEN_N,55
19,17,26,24,54.8,60.3,63.4,74.2,S,8,Normal,None,High,GREEN_W,50
6,15,4,11,25,37.1,26.6,40.6,E,10,Normal,None,Moderate,GREEN_W,37
50,38,51,44,100,95.5,100,98.1,W,37,Normal,None,Severe,GREEN_N,77
29,24,37,42,68.7,66.9,73.8,84.2,N,11,Normal,None,High,GREEN_W,62
10,2,6,5,40.7,17.9,29,29,E,25,Ambulance,N,Low,GREEN_N,35
27,30,38,24,81.8,70.8,89.2,71.6,S,20,Ambulance,E,Severe,GREEN_E,35
33,33,19,25,79.1,71.7,64,84.3,N,26,Normal,None,High,GREEN_W,63
51,43,50,37,100,97.2,100,95.5,N,19,Ambulance,E,Severe,GREEN_E,35
36,42,40,55,100,98.9,97.6,100,S,36,Normal,None,Severe,GREEN_W,57
15,18,17,28,80.4,59.9,53.3,68.8,E,15,Normal,None,High,GREEN_N,47
4,4,2,13,26.9,19.3,21.4,55.2,N,13,Normal,None,Low,GREEN_W,28
33,49,48,41,100,100,100,100,S,45,Normal,None,Severe,GREEN_E,60
20,26,17,17,62.9,63.8,55.8,46.2,W,52,Normal,None,High,GREEN_S,62
47,48,44,53,98.2,100,100,100,N,3,Normal,None,Severe,GREEN_S,64
40,47,35,49,100,100,99.7,98.9,N,12,Ambulance,S,Severe,GREEN_S,35
46,54,33,46,98.1,100,97.7,100,N,7,Ambulance,S,Severe,GREEN_S,35
5,6,11,13,20.6,24.3,50.7,39.6,W,33,Ambulance,E,Moderate,GREEN_E,35
4,5,9,11,21.8,52.4,31.8,40.2,N,29,Normal,None,Moderate,GREEN_S,50
25,42,40,25,77.9,90.9,84.6,66,W,45,Normal,None,Severe,GREEN_S,77
35,38,42,36,70.3,79.7,72.1,79,E,24,Ambulance,S,High,GREEN_S,35
11,13,9,3,55.1,43.5,29.7,15.8,W,17,Breakdown,S,Moderate,GREEN_N,34
47,52,43,53,100,100,97,100,S,26,Ambulance,N,Severe,GREEN_N,35
35,24,38,30,88.3,67.3,74.1,74.9,S,22,Ambulance,N,Severe,GREEN_N,35
3,5,4,6,30.2,32.2,52.8,41.9,N,11,Ambulance,E,Moderate,GREEN_E,35
19,8,12,12,64.8,57.6,79.5,48.1,W,34,Normal,None,High,GREEN_E,48
15,4,1,5,55.2,31.7,17.8,21,N,28,Normal,None,Moderate,GREEN_N,38
34,44,49,34,95.7,100,100,100,E,46,Breakdown,N,Severe,GREEN_S,56
19,35,34,21,65.4,83.4,81.2,73.6,N,34,Normal,None,High,GREEN_S,51
13,5,6,15,37.9,21.2,24.7,42.5,S,21,Breakdown,S,Moderate,GREEN_W,44
4,13,2,9,21.6,44.7,27.3,40.7,E,27,Ambulance,S,Moderate,GREEN_S,35
30,24,20,38,71.8,75.5,66.6,84.3,W,28,Normal,None,High,GREEN_W,46
13,15,1,8,33.3,42.8,21.5,27.3,W,26,Ambulance,S,Moderate,GREEN_S,35
14,9,22,22,51,50.8,55.2,66.8,S,19,Ambulance,W,Moderate,GREEN_W,35
11,4,11,10,40.3,24.6,32.9,54.7,S,6,Ambulance,W,Moderate,GREEN_W,35
48,40,37,37,100,99.5,100,96.4,N,3,Normal,None,Severe,GREEN_E,78
11,14,8,9,56,41.6,34.2,21.3,E,12,Normal,None,Moderate,GREEN_N,38
50,55,53,40,100,100,100,99.1,W,22,Ambulance,S,Severe,GREEN_S,35
9,12,18,18,56.1,46.4,74.8,63.4,W,13,Breakdown,W,High,GREEN_E,58
34,53,51,53,100,100,95.4,99.2,S,13,Normal,None,Severe,GREEN_S,57
32,38,45,55,90.5,100,98.6,100,N,65,Normal,None,Severe,GREEN_W,83
20,19,22,24,77.1,81.8,72.5,96.2,S,27,Normal,None,Severe,GREEN_W,64
3,15,13,4,56.4,47.3,34.8,21.7,N,29,Ambulance,N,Moderate,GREEN_N,35
40,55,43,47,100,100,98.5,100,E,20,Ambulance,N,Severe,GREEN_N,35
2,14,15,7,25,45.6,57.6,33.4,N,20,Normal,None,Moderate,GREEN_E,41
19,24,16,13,60.4,58.1,60.4,73,S,12,Ambulance,W,High,GREEN_W,35
16,28,21,25,68.4,61.3,49.1,55.2,W,26,Ambulance,N,High,GREEN_N,35
7,4,15,2,27.9,16.7,44.1,22.7,E,21,Normal,None,Low,GREEN_E,25
50,49,36,46,100,100,100,100,E,39,Normal,None,Severe,GREEN_N,64
40,25,24,34,85.5,73.5,71.8,91.1,N,3,Breakdown,N,Severe,GREEN_W,56
13,4,11,15,29.2,55.8,27.8,41.4,W,12,Ambulance,S,Moderate,GREEN_S,35
49,54,35,53,100,100,100,100,W,17,Ambulance,E,Severe,GREEN_E,35
17,15,22,21,58,71.7,62.1,61.6,W,7,Ambulance,S,High,GREEN_S,35
43,46,55,43,100,98.6,100,100,E,42,Normal,None,Severe,GREEN_N,55
38,46,35,52,94,96.5,100,96.9,N,35,Normal,None,Severe,GREEN_E,67
13,9,15,4,27.4,50.2,44.2,25.5,W,13,Ambulance,S,Moderate,GREEN_S,35
5,10,1,12,21.3,48.8,22.3,43.6,W,20,Normal,None,Moderate,GREEN_S,45
10,18,23,18,50.7,54.3,61.5,51.5,N,14,Ambulance,E,Moderate,GREEN_E,35
37,18,34,20,84.2,70.8,78.5,75,S,52,Normal,None,Severe,GREEN_N,68
19,38,33,34,72.7,71,77.8,73.5,W,30,Ambulance,E,High,GREEN_E,35
26,28,18,23,74.5,85.2,72.1,77.8,E,45,Breakdown,E,Severe,GREEN_S,68
11,4,11,6,48.4,24.8,35.4,25.9,E,32,Normal,None,Moderate,GREEN_N,42
24,26,17,27,57.7,50.8,46.3,66.4,W,20,Ambulance,W,Moderate,GREEN_W,35
45,53,53,37,100,100,100,93.4,W,18,Ambulance,E,Severe,GREEN_E,35
45,33,45,40,100,100,100,100,E,19,Breakdown,E,Severe,GREEN_S,75
14,1,6,2,46.2,20.6,59.8,18.7,E,13,Ambulance,E,Moderate,GREEN_E,35
9,8,15,4,50.9,35.9,36,29.6,N,7,Normal,None,Moderate,GREEN_N,50
24,28,10,10,63.1,56,56.8,42,S,34,Ambulance,N,Moderate,GREEN_N,35
10,5,1,10,33.8,23.8,16.5,41.5,W,19,Normal,None,Low,GREEN_W,20
8,3,13,2,29.9,58.3,48.2,14.8,N,7,Ambulance,S,Moderate,GREEN_S,35
52,35,45,42,100,100,94.1,100,W,26,Ambulance,N,Severe,GREEN_N,35
51,51,52,51,94.4,100,100,94.8,N,21,Ambulance,E,Severe,GREEN_E,35
1,12,5,8,21.8,49.1,23.1,56.5,W,28,Normal,None,Moderate,GREEN_W,38
19,12,10,11,61.8,70.5,50,51.2,W,19,Breakdown,N,High,GREEN_S,48
5,7,8,6,30.7,29.5,33,21.7,W,9,Breakdown,N,Low,GREEN_E,13
8,4,11,12,36.2,15.7,50.1,35.5,E,35,Breakdown,S,Moderate,GREEN_E,39
12,14,9,10,38.4,33.2,34.3,46.9,N,25,Ambulance,W,Moderate,GREEN_W,35
41,19,39,41,75.5,67.5,80.1,90.2,N,22,Normal,None,Severe,GREEN_W,77
36,47,55,48,100,94.7,100,98.2,W,6,Normal,None,Severe,GREEN_E,58
15,15,10,4,30.9,42.1,26.6,14.3,N,15,Ambulance,S,Low,GREEN_S,35
36,45,37,36,100,100,100,95.1,S,9,Ambulance,E,Severe,GREEN_E,35
23,9,16,10,56.7,46.1,52.5,46.3,S,5,Ambulance,N,Moderate,GREEN_N,35
36,28,42,39,74.6,69.7,70.3,70.1,W,25,Ambulance,N,High,GREEN_N,35
14,12,7,1,54,44.7,31,14.3,N,27,Normal,None,Moderate,GREEN_N,38
17,9,10,11,64.1,52.4,57.6,69.7,S,12,Ambulance,W,High,GREEN_W,35
29,42,27,18,76.2,87.7,77.9,69,S,43,Normal,None,Severe,GREEN_S,82
14,16,28,27,46.5,51.5,74.2,66,E,17,Breakdown,W,High,GREEN_E,58
26,40,27,27,81.9,81.3,75.2,81,W,24,Ambulance,N,Severe,GREEN_N,35
6,10,5,6,29.5,39.1,25,44.8,W,23,Normal,None,Moderate,GREEN_W,36
14,14,4,8,36,34.2,20.7,25.7,W,11,Ambulance,N,Low,GREEN_N,35
11,10,4,6,40.1,45.7,20.5,31.6,W,27,Ambulance,S,Moderate,GREEN_S,35
13,5,1,7,54.2,19.2,18.3,32.2,S,19,Normal,None,Low,GREEN_N,21
51,55,50,34,99.8,100,100,100,S,16,Normal,None,Severe,GREEN_E,55
10,6,4,13,26.6,56.2,19.4,46.3,E,28,Breakdown,W,Moderate,GREEN_S,40
16,16,21,20,51.8,54,56.4,55.4,W,25,Normal,None,Moderate,GREEN_E,31
20,19,13,18,55.6,65.6,58.9,51.6,S,21,Normal,None,High,GREEN_S,49
14,5,7,14,37.5,19,33.5,32.2,S,32,Normal,None,Low,GREEN_N,35
28,23,22,12,67.9,63.6,82.3,42.4,E,34,Normal,None,High,GREEN_E,47
10,2,3,12,38.2,27.5,16.9,40.9,S,13,Normal,None,Low,GREEN_W,30
5,14,15,15,25.7,28.9,36.7,46,W,22,Normal,None,Moderate,GREEN_W,38
33,31,39,36,78.9,69.1,81.6,88.6,S,47,Normal,None,Severe,GREEN_W,63
3,15,14,5,14.7,55.5,44.2,21.7,W,8,Normal,None,Moderate,GREEN_S,35
19,16,9,19,63.7,55.6,76.2,65.1,N,2,Ambulance,E,High,GREEN_E,35
7,11,4,10,26.8,33,26.4,34.4,E,24,Normal,None,Low,GREEN_W,32
47,36,49,51,98.4,95.4,100,100,N,48,Normal,None,Severe,GREEN_W,77
41,40,26,19,94.4,82.8,66.7,76.2,N,60,Normal,None,Severe,GREEN_N,62
20,24,30,38,77.2,82.5,68.7,75.1,E,7,Ambulance,S,High,GREEN_S,35
1,13,3,2,11.3,54,32.5,28.7,W,2,Normal,None,Moderate,GREEN_S,39
47,35,55,49,92.9,100,96.1,100,W,28,Ambulance,S,Severe,GREEN_S,35
22,25,28,15,74.4,63.8,65.4,45.6,S,10,Ambulance,N,High,GREEN_N,35
19,31,38,29,77.9,76.8,83.7,91.7,N,57,Normal,None,Severe,GREEN_W,59
49,40,46,41,100,96.7,97.2,95.5,N,13,Normal,None,Severe,GREEN_N,56
3,2,4,1,27.9,22.3,32.6,25.8,E,5,Normal,None,Low,GREEN_E,31
49,43,33,50,98,100,99.1,100,N,51,Normal,None,Severe,GREEN_W,77
33,44,34,42,100,100,94.7,100,S,40,Normal,None,Severe,GREEN_S,56
7,1,6,12,55.2,13.8,33.9,45.4,N,2,Normal,None,Moderate,GREEN_N,35
39,29,27,35,95.3,80.9,68.9,69.8,S,35,Normal,None,Severe,GREEN_N,55
22,16,17,28,56.1,72.5,51.3,63.1,N,24,Ambulance,S,High,GREEN_S,35
50,37,53,45,100,93.2,100,100,N,36,Breakdown,S,Severe,GREEN_W,81
27,9,25,13,59.5,51.2,55.2,47.7,E,7,Ambulance,N,Moderate,GREEN_N,35
16,19,20,25,51,48.3,57.8,56.6,W,7,Normal,None,Moderate,GREEN_E,32
32,33,22,21,73,75.2,73.4,80.7,S,27,Ambulance,W,High,GREEN_W,35
17,24,19,16,61.8,59.9,56.7,74.4,N,14,Ambulance,W,High,GREEN_W,35
7,10,7,9,45.5,27.8,24.9,37.4,W,19,Normal,None,Moderate,GREEN_N,48
12,25,9,21,57.7,70.2,53.3,57.8,E,58,Normal,None,High,GREEN_S,61
26,8,22,9,77.9,46.9,64.2,49.5,E,28,Normal,None,High,GREEN_N,57
17,24,26,19,49.1,71.1,63.7,49.7,S,4,Normal,None,High,GREEN_S,45
43,36,53,37,100,100,100,93.2,E,4,Ambulance,N,Severe,GREEN_N,35
24,8,13,28,55.5,44.1,51.4,66.2,S,23,Ambulance,W,Moderate,GREEN_W,35
18,34,36,21,66,86.1,95.4,79.2,E,47,Normal,None,Severe,GREEN_E,63
7,2,3,9,30.8,23.2,17.5,40.6,N,22,Ambulance,W,Low,GREEN_W,35
1,6,6,3,13.4,39.4,31.4,51.4,S,8,Ambulance,W,Moderate,GREEN_W,35
23,17,18,28,54.3,46.9,52.7,63.9,S,3,Normal,None,Moderate,GREEN_W,46
6,3,7,5,33.7,23.7,36.5,47.9,W,21,Ambulance,W,Moderate,GREEN_W,35
26,21,11,28,81.6,54.6,45.5,67.9,W,44,Normal,None,High,GREEN_N,50
24,8,11,10,66.6,44.5,78,48.7,W,13,Normal,None,High,GREEN_E,64
20,13,10,13,61.6,51.9,69,59.6,W,40,Normal,None,High,GREEN_E,57
43,33,33,35,97.7,94.9,93.5,100,W,76,Normal,None,Severe,GREEN_W,79
31,38,36,18,71.4,73.2,79,88.3,W,19,Ambulance,W,Severe,GREEN_W,35
14,3,3,9,42.1,48.2,29.3,26.8,E,15,Ambulance,S,Moderate,GREEN_S,35
29,26,19,24,83.9,78.8,68.5,91.9,E,3,Ambulance,W,Severe,GREEN_W,35
15,8,3,15,34.8,43.3,13.5,31.5,W,6,Ambulance,S,Low,GREEN_S,35
14,5,2,2,50.1,34.8,15.7,26.6,S,29,Normal,None,Moderate,GREEN_N,41
7,1,6,3,47.2,21.1,41.9,30.2,W,3,Normal,None,Moderate,GREEN_N,50
49,41,48,44,100,100,100,100,S,22,Ambulance,N,Severe,GREEN_N,35
16,12,15,12,71.1,46.9,56.7,58.4,N,47,Normal,None,High,GREEN_N,56
9,25,21,8,49.5,64.8,61.7,40.9,N,7,Normal,None,Moderate,GREEN_S,30
42,33,40,40,97.7,90.8,100,100,W,22,Normal,None,Severe,GREEN_W,61
22,26,16,13,77.9,66.5,58.5,44.3,S,20,Ambulance,N,High,GREEN_N,35
16,10,20,8,55.9,54.8,63.4,74.5,N,20,Normal,None,High,GREEN_W,54
25,27,18,12,51.6,60.1,50.8,44.6,E,26,Breakdown,W,Moderate,GREEN_S,34
36,45,38,54,100,100,93.9,100,N,50,Normal,None,Severe,GREEN_S,68
14,26,27,17,49.4,66.9,80.4,48.7,E,48,Normal,None,High,GREEN_E,65
27,19,29,42,68.6,94.9,70.3,87.1,W,46,Normal,None,Severe,GREEN_S,60
37,51,32,39,94.5,100,100,92.8,W,27,Ambulance,E,Severe,GREEN_E,35
9,11,1,1,36.3,48.8,19.6,55.6,W,32,Ambulance,W,Moderate,GREEN_W,35
13,9,11,14,32.8,19,26.4,45.5,W,7,Normal,None,Low,GREEN_W,29
38,35,34,45,100,100,94.6,100,E,28,Normal,None,Severe,GREEN_W,56
4,9,10,8,22.2,44.6,27.3,38.4,E,26,Breakdown,E,Moderate,GREEN_S,31
19,18,21,10,51.4,63.6,71.2,48.8,N,54,Normal,None,High,GREEN_E,59
21,20,38,30,77.1,76.5,84.7,98.5,S,13,Normal,None,Severe,GREEN_W,81
10,7,1,3,51.9,64.9,19,21.2,S,1,Ambulance,S,Moderate,GREEN_S,35
24,36,42,20,78.5,72.1,81.8,72.8,E,19,Normal,None,Severe,GREEN_E,63
11,10,17,17,47.4,44.4,62.6,65.8,W,13,Ambulance,W,Moderate,GREEN_W,35
52,53,39,44,100,100,92.7,100,N,64,Normal,None,Severe,GREEN_N,80
40,24,42,32,71.6,71.1,71.5,74.7,N,20,Ambulance,W,High,GREEN_W,35
21,25,17,10,57.1,54.6,66.5,50.9,E,20,Normal,None,High,GREEN_E,45
39,32,26,30,79.8,77.2,87.1,75.4,N,42,Normal,None,Severe,GREEN_E,76
41,22,26,33,85,67.2,77,91.6,N,46,Normal,None,Severe,GREEN_W,64
20,35,33,23,64.2,94.5,81.2,68.9,E,30,Normal,None,Severe,GREEN_S,79
44,42,40,48,100,100,100,100,W,22,Normal,None,Severe,GREEN_S,83
11,13,2,4,32.3,45,13.3,21.3,W,24,Normal,None,Low,GREEN_S,34
39,55,49,38,100,96.3,100,100,N,39,Normal,None,Severe,GREEN_W,74
50,51,33,38,100,100,89.5,96.8,W,20,Normal,None,Severe,GREEN_S,62
47,40,47,32,100,100,100,95.5,E,8,Breakdown,W,Severe,GREEN_N,80
3,15,13,4,21.6,49.1,34.7,23,E,22,Normal,None,Moderate,GREEN_S,39
23,27,24,20,55.8,68.1,54.8,61.3,E,8,Normal,None,High,GREEN_S,59
14,8,2,13,35.3,26.7,11.9,42.3,E,2,Ambulance,W,Low,GREEN_W,35
36,37,40,33,100,100,100,98.7,S,17,Ambulance,N,Severe,GREEN_N,35
10,6,6,12,51.8,32.4,31.5,41.5,E,25,Ambulance,N,Moderate,GREEN_N,35
53,46,32,33,100,100,93.4,91.2,S,27,Ambulance,N,Severe,GREEN_N,35
27,16,28,9,58.4,51.4,69.5,83.3,N,36,Normal,None,High,GREEN_W,59
10,1,12,1,47.3,20.6,48.5,12.9,E,32,Normal,None,Moderate,GREEN_E,42
36,40,47,49,100,100,100,99.4,S,42,Normal,None,Severe,GREEN_S,65
10,5,14,5,31.2,18.5,43.9,16.9,E,17,Breakdown,S,Low,GREEN_E,22
39,52,41,44,93.5,100,100,100,E,44,Normal,None,Severe,GREEN_E,70
29,40,34,29,85.4,74.4,68.8,75.9,S,31,Ambulance,N,Severe,GREEN_N,35
11,13,14,15,23.1,37.3,42.3,25.1,N,35,Normal,None,Moderate,GREEN_E,41
33,34,24,27,78.9,81.4,78.3,77.6,N,24,Normal,None,Severe,GREEN_S,72
32,25,20,28,83.5,81.6,94.9,72.7,S,27,Normal,None,Severe,GREEN_E,76
13,3,1,8,44.7,25.1,57.2,35.3,E,29,Ambulance,E,Moderate,GREEN_E,35
11,10,22,14,47.9,77.6,67.8,56.1,S,13,Normal,None,High,GREEN_S,64
36,33,26,40,96.1,79.2,76.5,82.9,W,34,Ambulance,N,Severe,GREEN_N,35
29,32,36,35,77.4,71.5,69.2,90.3,S,17,Normal,None,Severe,GREEN_W,83
36,48,41,36,100,100,100,100,S,48,Normal,None,Severe,GREEN_W,55
12,28,14,11,48.5,62.1,76.4,51.6,S,16,Breakdown,S,High,GREEN_E,48
10,11,16,20,53.7,58.5,68.5,61.8,N,43,Normal,None,High,GREEN_E,48
38,27,29,25,84,76.1,71.2,76.1,N,36,Normal,None,Severe,GREEN_N,57
25,33,19,20,88.3,79.1,74.1,67.7,E,9,Normal,None,Severe,GREEN_N,73
9,10,3,12,51.2,41.2,23.9,39.9,E,21,Ambulance,N,Moderate,GREEN_N,35
42,40,50,55,100,100,100,97.2,N,34,Normal,None,Severe,GREEN_E,81
13,15,9,26,55,50.7,42.1,58.5,W,16,Ambulance,W,Moderate,GREEN_W,35
23,18,13,27,63.8,56.5,47.2,76.6,S,6,Ambulance,W,High,GREEN_W,35
39,34,38,38,100,99.5,100,97.5,W,26,Normal,None,Severe,GREEN_E,59
49,35,33,49,100,94.8,95.1,100,S,47,Normal,None,Severe,GREEN_W,66
34,40,33,32,96.7,100,93.9,100,E,32,Ambulance,W,Severe,GREEN_W,35
43,34,38,53,94.1,100,98.3,100,S,63,Normal,None,Severe,GREEN_S,74
25,33,31,32,86.9,76,79.7,71.7,N,46,Breakdown,W,Severe,GREEN_N,58
32,38,45,51,97.5,100,94.2,100,N,12,Breakdown,E,Severe,GREEN_W,62
26,16,28,24,63.4,72.4,66.1,52.5,W,30,Ambulance,S,High,GREEN_S,35
37,52,42,39,95.1,100,100,100,S,24,Ambulance,E,Severe,GREEN_E,35
18,25,22,13,59.9,66.4,62.2,46,E,27,Ambulance,S,High,GREEN_S,35
21,36,34,20,87.7,77.3,70.8,71.8,E,27,Ambulance,N,Severe,GREEN_N,35
42,18,37,32,90.7,76.6,75.5,79.7,N,65,Normal,None,Severe,GREEN_N,67
20,25,15,22,50.1,61.9,54.9,76.5,W,57,Normal,None,High,GREEN_W,63
11,12,27,25,46.4,55.2,67.3,59.1,E,23,Ambulance,E,High,GREEN_E,35
31,27,28,39,79.5,74.4,71.1,94,W,25,Ambulance,W,Severe,GREEN_W,35
34,52,48,38,100,100,100,100,E,2,Normal,None,Severe,GREEN_N,60
51,39,43,50,95.5,93.3,100,100,W,66,Normal,None,Severe,GREEN_W,81
27,35,39,24,66.3,84.7,78.6,75.4,N,13,Normal,None,Severe,GREEN_S,64
37,35,37,35,100,100,100,100,W,42,Breakdown,S,Severe,GREEN_N,81
21,20,26,11,58.5,72.4,66.8,52.4,S,12,Normal,None,High,GREEN_S,52
27,27,23,10,59.3,65.6,73.5,48.9,W,43,Breakdown,N,High,GREEN_E,51
24,25,30,42,99.4,68,71.6,85,W,4,Ambulance,N,Severe,GREEN_N,35
14,12,17,26,50.9,54.9,52.9,62.4,S,2,Breakdown,E,Moderate,GREEN_W,48
2,9,14,3,25.9,33.8,45.8,29.7,W,23,Normal,None,Moderate,GREEN_E,41
11,12,21,21,73.7,48.5,56.5,63.6,W,30,Ambulance,N,High,GREEN_N,35
44,35,41,50,100,100,95.9,100,S,16,Normal,None,Severe,GREEN_W,75
16,20,18,16,56.9,58,52.3,62.3,W,6,Breakdown,N,High,GREEN_W,56
4,9,9,13,42.2,28.4,31.5,35.2,E,3,Ambulance,N,Moderate,GREEN_N,35
26,24,19,18,71.8,69.7,75.4,89.2,N,61,Normal,None,Severe,GREEN_W,79
15,9,5,1,50.9,31.7,19,23.8,W,27,Normal,None,Moderate,GREEN_N,37
43,36,53,37,100,100,100,91.5,S,27,Ambulance,E,Severe,GREEN_E,35
5,11,11,5,57.7,44.4,42.3,32.1,E,2,Normal,None,Moderate,GREEN_N,31
52,43,43,41,100,98.7,96.7,98.6,S,1,Ambulance,N,Severe,GREEN_N,35
1,4,9,13,10.3,64.4,40,52.5,W,21,Ambulance,S,Moderate,GREEN_S,35
46,39,39,53,100,99.6,99.1,100,E,3,Ambulance,N,Severe,GREEN_N,35
24,29,28,42,74.4,80.3,66.9,94.5,E,13,Breakdown,S,Severe,GREEN_W,69
31,42,37,29,69.4,82.2,70.6,77.6,E,26,Ambulance,S,High,GREEN_S,35
21,27,13,25,59.6,61.6,68.3,61.8,W,26,Ambulance,E,High,GREEN_E,35
18,27,39,22,73.6,69.4,78,69.7,E,29,Normal,None,High,GREEN_E,53
12,5,4,13,59.6,25.6,21.3,46.9,W,34,Normal,None,Moderate,GREEN_N,48
13,4,12,1,43,21,57.7,16.7,E,28,Breakdown,W,Moderate,GREEN_E,40
34,29,40,18,71.3,95.9,85,72,W,64,Normal,None,Severe,GREEN_S,66
23,28,18,19,53.3,61.4,73.3,50.3,S,30,Breakdown,W,High,GREEN_E,46
14,21,11,14,52.6,59.6,71.3,61.6,S,12,Ambulance,E,High,GREEN_E,35
1,4,5,7,20.8,24.7,55.4,41.6,N,5,Ambulance,E,Moderate,GREEN_E,35
36,35,21,35,91.9,70.6,68.5,79,E,31,Ambulance,N,Severe,GREEN_N,35
23,17,11,21,56.6,64.5,48.9,57.1,E,46,Normal,None,High,GREEN_S,60
38,31,24,28,73.3,74.6,76.9,88.6,E,72,Normal,None,Severe,GREEN_W,76
13,4,12,9,29.8,22.9,30.4,37,W,31,Normal,None,Low,GREEN_W,33
13,9,8,11,30.9,46.1,24.4,38.2,W,32,Ambulance,S,Moderate,GREEN_S,35
15,11,3,6,37.2,32,12.4,23.5,W,7,Normal,None,Low,GREEN_N,14
43,46,41,42,96.4,100,94.7,97.7,N,55,Normal,None,Severe,GREEN_S,68
43,35,54,38,100,98.8,99.9,100,W,32,Normal,None,Severe,GREEN_W,57
28,21,11,12,66.3,57.3,53.5,78.5,W,7,Ambulance,W,High,GREEN_W,35
3,15,15,7,15.6,40.3,42.4,27.9,N,26,Ambulance,E,Moderate,GREEN_E,35
13,21,16,21,78.8,64.7,55.6,59.5,S,26,Normal,None,High,GREEN_N,52
33,37,38,35,85.8,79.2,75.8,67.8,N,29,Normal,None,Severe,GREEN_N,64
44,44,32,52,100,100,99.6,100,E,24,Normal,None,Severe,GREEN_W,64
10,2,5,14,36.2,17,32.1,38.5,W,16,Breakdown,S,Low,GREEN_W,33
6,6,14,3,34.1,28.3,49.4,21.2,E,21,Normal,None,Moderate,GREEN_E,33
7,2,9,2,29.8,19.1,49.6,59.4,N,4,Ambulance,W,Moderate,GREEN_W,35
21,32,26,34,67.4,76.6,87.2,80.3,S,29,Normal,None,Severe,GREEN_E,77
27,18,25,14,57.8,52,63.2,46.5,S,33,Normal,None,Moderate,GREEN_E,44
18,18,18,14,61.5,50.1,72.3,50.4,W,6,Ambulance,E,High,GREEN_E,35
12,15,5,14,33,50.4,18.4,39.1,W,15,Ambulance,S,Moderate,GREEN_S,35
42,22,38,32,78.4,76.3,71.7,88.4,E,31,Ambulance,W,Severe,GREEN_W,35
37,53,38,36,100,100,100,99.2,S,25,Ambulance,S,Severe,GREEN_S,35
19,10,10,21,53.3,47.5,57,57.9,N,23,Normal,None,Moderate,GREEN_W,37
7,13,15,13,49.1,35.8,30.5,28.5,E,31,Normal,None,Moderate,GREEN_N,44
45,33,43,52,100,100,97.4,100,E,27,Normal,None,Severe,GREEN_S,76
32,42,18,39,82,94.6,77.1,84.7,N,32,Breakdown,W,Severe,GREEN_S,75
14,7,8,2,41.8,26.2,37.5,21.6,S,25,Normal,None,Moderate,GREEN_N,31
23,20,28,18,76.6,87.8,79.9,72.6,E,23,Ambulance,S,Severe,GREEN_S,35
1,5,8,1,54.8,35,48.2,15.7,W,20,Ambulance,N,Moderate,GREEN_N,35
51,42,40,52,100,98.6,100,100,S,37,Normal,None,Severe,GREEN_E,75
32,34,28,29,81.6,78.6,76.2,81.5,S,44,Breakdown,S,Severe,GREEN_N,83
